0.0	1.06909203529
0.0	1.09536600113
0.0	1.11632585526
0.0	1.13870191574
0.0	1.16006588936
0.0	1.18198800087
0.0	1.2060778141
0.0	1.22810387611
0.0	1.24986100197
0.0	1.26431703568
248.9375	1.06235408783
248.9375	1.08379912376
248.9375	1.10710000992
248.9375	1.12833213806
248.9375	1.15168499947
248.9375	1.17317199707
248.9375	1.18525004387
248.9375	1.19853806496
248.9375	1.21157503128
248.9375	1.22366595268
248.9375	1.23770809174
248.9375	1.25002598763
248.9375	1.26382803917
248.9375	1.27609610558
248.9375	1.28890013695
248.9375	1.30256700516
248.9375	1.31489896774
248.9375	1.32892012596
248.9375	1.34093499184
248.9375	1.35421705246
248.9375	1.36682796478
248.9375	1.37959814072
248.9375	1.39354395866
248.9375	1.40578103065
248.9375	1.41959309578
248.9375	1.43191504478
248.9375	1.44517016411
248.9375	1.4583261013
248.9375	1.4706890583
248.9375	1.48472809792
248.9375	1.49694013596
248.9375	1.5105111599
248.9375	1.52285814285
248.9375	1.53607010841
248.9375	1.54925203323
248.9375	1.5614130497
248.9375	1.57559895515
248.9375	1.58779096603
248.9375	1.60137915611
248.9375	1.61445403099
248.93125	1.62674808502
248.925	1.64106798172
248.91875	1.65324616432
248.9125	1.6670730114
248.90625	1.67943406105
248.9	1.69288706779
248.89375	1.70623803139
248.8875	1.71886610985
248.88125	1.73297095299
248.875	1.74520015717
248.875	1.75912809372
248.875	1.77123403549
248.875	1.78457808495
248.875	1.79788017273
248.875	1.81057310104
248.875	1.82479810715
248.875	1.83716917038
248.875	1.85090112686
248.875	1.8632581234
248.875	1.8766951561
248.875	1.88996696472
248.875	1.90216207504
248.875	1.91622400284
248.875	1.92847299576
248.875	1.94193100929
248.875	1.95405507088
248.875	1.96731114388
248.875	1.98059010506
248.875	1.99315500259
248.875	2.00745201111
248.875	2.0200240612
248.875	2.03364801407
248.875	2.0459280014
248.875	2.05935311317
248.875	2.0725440979
248.875	2.08511996269
248.875	2.09961295128
248.875	2.11179018021
248.875	2.12620806694
248.875	2.13917613029
248.875	2.15887403488
248.875	2.17174196243
248.875	2.19128513336
248.875	2.20355606079
248.875	2.21729803085
248.875	2.22970914841
248.875	2.24239516258
248.875	2.25648808479
248.875	2.26889109612
248.875	2.28340506554
248.875	2.29570698738
248.875	2.30984711647
248.875	2.32201313972
248.875	2.33545303345
248.875	2.34897613525
248.875	2.36115217209
248.875	2.37539505959
248.875	2.38766407967
248.875	2.40642309189
248.875	2.41889309883
248.81875	6.56043601036
248.8125	7.0812561512
248.8625	7.6019449234
248.9125	8.12310099602
248.93125	8.6440911293
248.95	9.16491103172
248.9375	9.68613910675
248.925	10.2071249485
248.94375	10.728605032
248.9625	11.2498691082
248.96875	11.7711489201
248.975	12.2921950817
248.9375	12.8157560825
248.93125	13.3363411427
248.95625	13.8515880108
248.9625	14.3762900829
248.975	14.8887059689
249.0125	15.4011781216
249.025	15.9137730598
249.0125	16.4262480736
249.0125	16.9385499954
249.0375	17.4504830837
249.075	17.965929985
249.04375	18.4923980236
249.0125	19.0149650574
249.025	19.5365850925
249.0375	20.0583889484
249.025	20.5762000084
249.0125	21.0925531387
249.0125	21.6171050072
249.0125	22.1392099857
249.0	22.6632061005
249.01875	23.1823260784
249.075	23.6986601353
249.4125	6.55989408493
249.43125	7.08183407784
249.45	7.60669088364
249.46875	8.1311609745
249.4875	8.65232801437
249.45625	9.17406988144
249.43125	9.69923305511
249.425	10.2241649628
249.41875	10.7489490509
249.40625	11.2742609978
