9.44655e-299, 0.024776
1.5729e-298, 0.025299
1.87195e-298, 0.025651
4.23953e-282, 0.082577
5.58702e-282, 0.082946
6.69696e-282, 0.083324
9.28608e-282, 0.083727
1.16366e-281, 0.084064
1.36574e-281, 0.084445
1.97641e-281, 0.084932
2.69408e-281, 0.085471
4.06054e-281, 0.086013
5.94439e-281, 0.086611
8.01034e-281, 0.086962
9.58539e-281, 0.087261
1.13089e-280, 0.087562
1.4569e-280, 0.087872
1.75839e-280, 0.088161
2.09485e-280, 0.088479
2.59587e-280, 0.088768
3.25511e-280, 0.089083
3.86477e-280, 0.089372
4.54451e-280, 0.089664
5.84481e-280, 0.089974
7.08427e-280, 0.090269
8.37036e-280, 0.090574
1.05611e-279, 0.090889
1.29266e-279, 0.091231
1.61038e-279, 0.091549
1.94902e-279, 0.09184
2.46039e-279, 0.092144
2.98621e-279, 0.09246
3.46781e-279, 0.092743
4.46114e-279, 0.093056
5.42573e-279, 0.093343
6.47964e-279, 0.093656
7.96862e-279, 0.093964
1.0032e-278, 0.094269
1.20711e-278, 0.094573
1.4062e-278, 0.094868
1.80769e-278, 0.09517
2.2329e-278, 0.095486
2.61313e-278, 0.095768
3.24808e-278, 0.096081
4.015e-278, 0.096367
4.82508e-278, 0.096668
5.66996e-278, 0.096977
7.22061e-278, 0.097266
8.8909e-278, 0.097575
1.04085e-277, 0.097858
1.28756e-277, 0.098169
1.59736e-277, 0.098478
1.94453e-277, 0.098779
2.28185e-277, 0.099082
2.91151e-277, 0.099373
3.56024e-277, 0.099675
4.19731e-277, 0.099992
5.22078e-277, 0.100283
6.5541e-277, 0.100591
7.81704e-277, 0.100885
9.20438e-277, 0.101186
1.17527e-276, 0.101505
1.44305e-276, 0.101796
1.71285e-276, 0.102106
2.11232e-276, 0.102392
2.64466e-276, 0.102702
3.13675e-276, 0.102987
3.72653e-276, 0.103296
4.74674e-276, 0.103592
5.75583e-276, 0.103886
6.79505e-276, 0.104187
8.40331e-276, 0.104482
1.05018e-275, 0.10479
1.26176e-275, 0.105095
1.48099e-275, 0.105387
1.89445e-275, 0.105687
2.30676e-275, 0.105987
2.71729e-275, 0.106284
3.39772e-275, 0.106593
4.20901e-275, 0.106889
5.06521e-275, 0.107199
5.91814e-275, 0.107483
7.61618e-275, 0.107792
9.21753e-275, 0.108082
1.08249e-274, 0.108376
1.3445e-274, 0.108676
1.66621e-274, 0.108969
1.99686e-274, 0.10927
2.35047e-274, 0.109571
2.99365e-274, 0.109863
3.78614e-274, 0.110223
4.43872e-274, 0.11052
5.58383e-274, 0.11082
6.8796e-274, 0.111116
8.23573e-274, 0.111458
1.08084e-273, 0.11183
1.33618e-273, 0.112119
1.617e-273, 0.112437
1.89938e-273, 0.112729
2.41686e-273, 0.113021
2.94205e-273, 0.11332
3.46155e-273, 0.113615
4.30399e-273, 0.11392
5.40395e-273, 0.114232
6.4301e-273, 0.114523
7.65834e-273, 0.114833
9.6809e-273, 0.115121
1.17839e-272, 0.115419
41.0156, 0.115731
82.0312, 0.116073
123.047, 0.11638
164.062, 0.116666
205.078, 0.116972
246.094, 0.117268
287.109, 0.117555
328.125, 0.117892
369.141, 0.118186
410.156, 0.118483
451.172, 0.118784
492.188, 0.119062
533.203, 0.119369
574.219, 0.119654
615.234, 0.119953
656.25, 0.120267
697.266, 0.12055
738.281, 0.120859
779.297, 0.121155
820.312, 0.121466
861.328, 0.121774
902.344, 0.122067
943.359, 0.122364
984.375, 0.122658
1025.39, 0.123
1066.41, 0.123319
1107.42, 0.123607
1148.44, 0.123912
1189.45, 0.124198
1230.47, 0.124497
1271.48, 0.124795
1312.5, 0.125095
1353.52, 0.125409
1394.53, 0.125691
1435.55, 0.126
1476.56, 0.126284
1517.58, 0.126591
1558.59, 0.126889
1599.61, 0.127178
1640.62, 0.127475
1681.64, 0.12777
1722.66, 0.12807
1763.67, 0.128382
1804.69, 0.12867
1845.7, 0.129022
1886.72, 0.129313
1927.73, 0.129612
1968.75, 0.129928
2009.77, 0.130215
2050.78, 0.13052
2091.8, 0.130803
2132.81, 0.131109
2173.83, 0.131392
2214.84, 0.131705
2255.86, 0.131998
2296.88, 0.13229
2337.89, 0.132588
2378.91, 0.13288
2419.92, 0.133178
2460.94, 0.133489
2501.95, 0.133774
2542.97, 0.134076
2583.98, 0.134369
2625, 0.134662
2666.02, 0.134979
2707.03, 0.135298
2748.05, 0.135606
2789.06, 0.135888
2830.08, 0.136193
2871.09, 0.136501
2912.11, 0.136792
2953.12, 0.137126
2994.14, 0.137419
3035.16, 0.137719
3076.17, 0.138015
3117.19, 0.138326
3158.2, 0.138615
3199.22, 0.138907
3240.23, 0.139203
3281.25, 0.139498
3322.27, 0.139795
3363.28, 0.140101
3404.3, 0.140384
3445.31, 0.140691
3486.33, 0.140973
3527.34, 0.141281
3568.36, 0.141588
3609.38, 0.141876
3650.39, 0.142214
3691.41, 0.142506
3732.42, 0.142804
3773.44, 0.143089
3814.45, 0.143406
3855.47, 0.143766
3896.48, 0.144064
3937.5, 0.144363
3978.52, 0.144678
4019.53, 0.144963
4060.55, 0.145269
4101.56, 0.145547
4101.56, 0.145858
4101.56, 0.146141
4101.56, 0.146461
4101.56, 0.146768
4101.56, 0.147063
4101.56, 0.147362
4101.56, 0.147644
4101.56, 0.147953
4101.56, 0.148253
4101.56, 0.148541
4101.56, 0.148837
4101.56, 0.14913
4101.56, 0.149424
4101.56, 0.149731
4101.56, 0.150014
4101.56, 0.150321
4101.56, 0.150599
4101.56, 0.150907
4101.56, 0.151211
4101.56, 0.151508
4101.56, 0.15181
4101.56, 0.152092
4101.56, 0.1524
4101.56, 0.15268
4101.56, 0.152995
4101.56, 0.153285
4101.56, 0.153579
4101.56, 0.153875
4101.56, 0.154164
4101.56, 0.154465
4101.56, 0.154774
4101.56, 0.155068
4101.56, 0.155373
4101.56, 0.155655
4101.56, 0.155966
4101.56, 0.156256
4101.56, 0.15653
4101.56, 0.156838
4101.56, 0.157174
4101.56, 0.157482
4101.56, 0.157789
4101.56, 0.158085
4101.56, 0.158386
4101.56, 0.158677
4101.56, 0.158971
4101.56, 0.159261
4101.56, 0.159561
4101.56, 0.159873
4101.56, 0.160155
4101.56, 0.160464
4101.56, 0.16075
4101.56, 0.161105
4101.56, 0.161401
4101.56, 0.16168
4101.56, 0.161988
4101.56, 0.162267
4101.56, 0.162577
4101.56, 0.162868
4101.56, 0.163162
4101.56, 0.163459
4101.56, 0.163749
4101.56, 0.164047
4101.56, 0.164356
4101.56, 0.164637
4101.56, 0.164943
4101.56, 0.165227
4101.56, 0.165532
4101.56, 0.165824
4101.56, 0.166104
4101.56, 0.166409
4101.56, 0.166685
4101.56, 0.166991
4101.56, 0.167296
4101.56, 0.167593
4101.56, 0.167888
4101.56, 0.168185
4101.56, 0.168481
4101.56, 0.168773
4101.56, 0.169076
4101.56, 0.169375
4101.56, 0.169657
4101.56, 0.169965
4101.56, 0.170251
4101.56, 0.170545
4101.56, 0.170855
4101.56, 0.171134
4101.56, 0.171443
4101.56, 0.171726
4101.56, 0.17203
4101.56, 0.172342
4101.56, 0.172634
4101.56, 0.17293
4101.56, 0.173222
4101.56, 0.173522
4101.56, 0.173814
4101.56, 0.174116
4101.56, 0.174416
4101.56, 0.174702
4101.56, 0.174998
4101.56, 0.175289
4101.56, 0.175587
4101.56, 0.175897
4101.56, 0.176183
4101.56, 0.176491
4101.56, 0.176778
4101.56, 0.177084
4101.56, 0.177385
4101.56, 0.177677
4101.56, 0.177981
4101.56, 0.17827
4101.56, 0.178565
4101.56, 0.178884
4101.56, 0.179169
4101.56, 0.179469
4101.56, 0.179764
4101.56, 0.180062
4101.56, 0.180361
4101.55, 0.180664
4101.55, 0.180975
4101.55, 0.181258
4101.55, 0.181568
4101.55, 0.181852
4101.55, 0.182165
4101.55, 0.18247
4101.55, 0.182762
4101.54, 0.183064
4101.54, 0.183359
4101.54, 0.183659
4101.54, 0.183957
4101.54, 0.18425
4101.54, 0.18455
4101.54, 0.184846
4101.53, 0.1852
4101.53, 0.185496
4101.53, 0.185771
4101.53, 0.186083
4101.53, 0.186391
4101.53, 0.186698
4101.53, 0.187001
4101.53, 0.18729
4101.52, 0.18759
4101.52, 0.187889
4101.52, 0.188191
4101.52, 0.18848
4101.52, 0.1888
4101.52, 0.189097
4101.52, 0.189389
4101.52, 0.189686
4101.52, 0.189981
4101.51, 0.190281
4101.51, 0.190599
4101.51, 0.190884
4101.51, 0.191188
4101.51, 0.191473
4101.51, 0.19178
4101.51, 0.19207
4101.51, 0.192367
4101.5, 0.192704
4101.5, 0.193004
4101.5, 0.193306
4101.5, 0.193593
4101.5, 0.19388
4101.5, 0.194181
4101.5, 0.194474
4101.5, 0.194775
4101.49, 0.19509
4101.49, 0.195377
4101.49, 0.195685
4101.49, 0.195981
4101.49, 0.196293
4101.49, 0.1966
4101.49, 0.196896
4101.49, 0.197193
4101.48, 0.197496
4101.48, 0.197801
4101.48, 0.198112
4101.48, 0.198408
4101.48, 0.198706
4101.48, 0.199003
4101.48, 0.199302
4101.48, 0.199594
4101.47, 0.199894
4101.47, 0.200206
4101.47, 0.200488
4101.47, 0.200794
4101.47, 0.201122
4101.47, 0.20143
4101.47, 0.201728
4101.47, 0.202019
4101.46, 0.202322
4101.46, 0.2026
4101.46, 0.20291
4101.46, 0.203215
4101.46, 0.203512
4101.46, 0.20381
4101.46, 0.204112
4101.46, 0.204408
4101.45, 0.204727
4101.45, 0.205015
4101.45, 0.205324
4101.45, 0.205604
4101.45, 0.205915
4101.45, 0.206197
4101.45, 0.206518
4101.45, 0.206817
4101.44, 0.207099
4101.44, 0.207408
4101.44, 0.207787
4101.44, 0.208143
4101.44, 0.208444
4101.44, 0.208735
4101.44, 0.209035
4101.44, 0.209339
4101.44, 0.209619
4101.44, 0.209933
4101.44, 0.210214
4101.44, 0.210525
4101.44, 0.210837
4101.44, 0.211134
4101.44, 0.211439
4101.44, 0.211804
4101.44, 0.212107
4101.44, 0.212413
4101.44, 0.212757
4101.44, 0.21306
4101.44, 0.213352
4101.44, 0.21365
4101.44, 0.213963
4101.44, 0.21425
4101.44, 0.214563
4101.44, 0.214843
4101.44, 0.21515
4101.44, 0.215459
4101.44, 0.215753
4101.44, 0.216094
4101.44, 0.216388
4101.44, 0.216689
4101.44, 0.216974
4101.44, 0.217282
4101.44, 0.21758
4101.44, 0.217869
4101.44, 0.218167
4101.44, 0.218457
4101.44, 0.218766
4101.44, 0.219077
4101.44, 0.219394
4101.44, 0.219701
4101.44, 0.21999
4101.44, 0.220308
4101.44, 0.220608
4101.44, 0.220906
4101.44, 0.22121
4101.44, 0.221498
4101.44, 0.221811
4101.44, 0.22211
4101.44, 0.222416
4101.44, 0.222716
4101.44, 0.223007
4101.44, 0.223307
4101.44, 0.223612
4101.44, 0.223897
4101.44, 0.224208
4101.44, 0.224533
4101.44, 0.224843
4101.44, 0.225134
4101.44, 0.225423
4101.44, 0.225724
4101.44, 0.226009
4101.44, 0.226317
4101.44, 0.226621
4101.44, 0.226913
4101.44, 0.227212
4101.44, 0.227514
4101.44, 0.227814
4101.44, 0.228137
4101.44, 0.228419
4101.44, 0.228732
4101.44, 0.229026
4101.44, 0.229337
4101.44, 0.229649
4101.44, 0.22994
4101.44, 0.230238
4101.44, 0.230525
4101.44, 0.230827
4101.44, 0.231138
4101.44, 0.231435
4101.44, 0.231734
4101.44, 0.232028
4101.44, 0.232332
4101.44, 0.232624
4101.44, 0.232936
4101.44, 0.233244
4101.44, 0.23353
4101.44, 0.233841
4101.44, 0.234128
4101.44, 0.234437
4101.44, 0.234746
4101.44, 0.235041
4101.44, 0.235344
4101.44, 0.23563
4101.44, 0.235936
4101.44, 0.236279
4101.44, 0.236572
4101.44, 0.236871
4101.44, 0.237167
4101.44, 0.237463
4101.44, 0.237762
4101.44, 0.238043
4101.44, 0.238358
4101.44, 0.238642
4101.44, 0.238945
4101.44, 0.239234
4101.44, 0.239531
4101.44, 0.239834
4101.44, 0.240116
4101.44, 0.24043
4101.44, 0.240739
4101.44, 0.24103
4101.44, 0.241328
4101.44, 0.241617
4101.44, 0.241912
4061.08, 0.242208
4020.72, 0.242508
3980.35, 0.242812
3939.99, 0.243096
3899.63, 0.243409
3859.27, 0.243693
3818.91, 0.244008
3778.55, 0.244309
3738.19, 0.244593
3697.83, 0.244907
3657.46, 0.245192
3617.1, 0.2455
3576.74, 0.245803
3536.38, 0.246095
3496.02, 0.246401
3455.66, 0.246698
3415.3, 0.246999
3374.94, 0.247301
3334.57, 0.247583
3294.21, 0.247893
3253.85, 0.248185
3213.49, 0.248497
3173.13, 0.248812
3132.77, 0.249141
3092.41, 0.249455
3052.05, 0.24975
3011.68, 0.250064
2971.32, 0.250374
2930.96, 0.250669
2890.6, 0.250976
2850.24, 0.251272
2809.88, 0.251572
2769.52, 0.251869
2729.16, 0.25218
2688.79, 0.252493
2648.43, 0.252788
2608.07, 0.253099
2567.71, 0.253386
2527.35, 0.253701
2486.99, 0.253996
2446.63, 0.254318
2406.27, 0.254632
2365.9, 0.254921
2325.54, 0.255232
2285.18, 0.255536
2244.82, 0.255821
2204.46, 0.256125
2164.1, 0.256421
2123.74, 0.256725
2083.38, 0.257046
2043.01, 0.257335
2002.65, 0.257643
1962.29, 0.257931
1921.93, 0.258204
1881.57, 0.258458
1841.21, 0.258759
1800.85, 0.259061
1760.49, 0.259348
